Code,Description,Level,MasterFormat Keywords,MasterFormat Keywords 2,Project Elements Data,MasterFormat Keywords 3,MasterFormat Keywords 4
42 32 43,Specialty Material Dryers,4,,Unnamed record,,,Unnamed record
43 00 00,"Process Gas and Liquid Handling, Purification, and Storage Equipment",2,,Unnamed record,,,Unnamed record
43 01 00,"Operation and Maintenance of Process Gas and Liquid Handling, Purification, and Storage Equipment",3,,Unnamed record,,,Unnamed record
43 01 10,Operation and Maintenance of Gas Handling Equipment,4,,Unnamed record,,,Unnamed record
43 01 10.13,Gas Blowers Maintenance and Rehabilitation,5,,Unnamed record,,,Unnamed record
43 01 10.16,Gas Compressors Maintenance and Rehabilitation,5,,Unnamed record,,,Unnamed record
43 01 20,Operation and Maintenance of Liquid Handling Equipment,4,,Unnamed record,,,Unnamed record
43 01 20.13,Liquid Pumps Maintenance and Rehabilitation,5,,Unnamed record,,,Unnamed record
43 01 20.16,Liquid Process Equipment Maintenance and Rehabilitation,5,,Unnamed record,,,Unnamed record
43 01 30,Operation and Maintenance of Gas and Liquid Hi-Purification Equipment,4,,Unnamed record,,,Unnamed record
43 01 40,Operation and Maintenance of Gas and Liquid Storage,4,,Unnamed record,,,Unnamed record
43 01 40.13,"Non-pressurized Tanks Cleaning, Maintenance, and Rehabilitation",5,,Unnamed record,,,Unnamed record
43 01 40.16,"Pressurized Tanks Cleaning, Maintenance, and Rehabilitation",5,,Unnamed record,,,Unnamed record
43 05 00,"Common Work Results for Process Gas and Liquid Handling, Purification and Storage",3,,Unnamed record,,,Unnamed record
43 05 10,Common Work Results for Gas Handling Equipment,4,,Unnamed record,,,Unnamed record
43 05 20,Common Work Results for Liquid Handling Equipment,4,,Unnamed record,,,Unnamed record
43 05 30,Common Work Results for Liquid Hi-Purification Equipment,4,,Unnamed record,,,Unnamed record
43 05 40,Common Work Results for Gas and Liquid Storage,4,,Unnamed record,,,Unnamed record
43 08 00,"Commissioning of Process Gas and Liquid Handling, Purification, and Storage Equipment",3,,Unnamed record,,,Unnamed record
43 08 10,Commissioning of Gas Handling Equipment,4,,Unnamed record,,,Unnamed record
43 08 20,Commissioning of Liquid Handling Equipment,4,,Unnamed record,,,Unnamed record
43 08 30,Commissioning of Gas and Liquid Purification Equipment,4,,Unnamed record,,,Unnamed record
43 08 40,Commissioning of Gas and Liquid Storage,4,,Unnamed record,,,Unnamed record
43 10 00,Gas Handling Equipment,3,,Unnamed record,,,Unnamed record
43 11 00,"Gas Fans, Blowers, Pumps, and Boosters",3,,Unnamed record,,,Unnamed record
43 11 11,Direct Drive Single Stage Centrifugal Blowers,4,,Unnamed record,,,Unnamed record
43 11 12,Integrally Geared Single Stage Centrifugal Blowers,4,,Unnamed record,,,Unnamed record
43 11 13,Separately Geared Single Stage Centrifugal Blowers,4,,Unnamed record,,,Unnamed record
43 11 14,Direct Drive Integral Shaft Single Stage Centrifugal Blowers,4,,Unnamed record,,,Unnamed record
43 11 17,Horizontally Split Multistage Centrifugal Blowers,4,,Unnamed record,,,Unnamed record
43 11 18,Vertically Split Multistage Centrifugal Blowers,4,,Unnamed record,,,Unnamed record
43 11 19,Centrifugal Fans,4,,Unnamed record,,,Unnamed record
43 11 23,Axial Blowers,4,,Unnamed record,,,Unnamed record
43 11 26,Axial Fans,4,,Unnamed record,,,Unnamed record
43 11 31,Rotary Helical Screw Blowers,4,,Unnamed record,,,Unnamed record
43 11 33,Rotary Lobe Blowers,4,,Unnamed record,,,Unnamed record
43 11 34,Regenerative Rotary Blowers,4,,Unnamed record,,,Unnamed record
43 11 36,Rotary Vane Blowers,4,,Unnamed record,,,Unnamed record
43 11 41,Gas-handling Venturi Jet Pumps,4,,Unnamed record,,,Unnamed record
43 11 43,Gas-handling Vacuum Pumps,4,,Unnamed record,,,Unnamed record
43 11 46,Gas Boosters,4,,Unnamed record,,,Unnamed record
43 12 00,Gas Compressors,3,,Unnamed record,,,Unnamed record
43 12 11,Centrifugal Compressors,4,,Unnamed record,,,Unnamed record
43 12 13,Diagonal or Mixed-Flow Compressors,4,,Unnamed record,,,Unnamed record
43 12 16,Axial-flow Compressors,4,,Unnamed record,,,Unnamed record
43 12 33,Single-acting Reciprocating Compressors,4,,Unnamed record,,,Unnamed record
43 12 34,Double-acting Reciprocating Compressors,4,,Unnamed record,,,Unnamed record
43 12 37,Diaphragm Reciprocating Compressors,4,,Unnamed record,,,Unnamed record
43 12 51,Rotary Screw Compressors,4,,Unnamed record,,,Unnamed record
43 12 53,Rotary Vane Compressors,4,,Unnamed record,,,Unnamed record
43 12 56,Rotary Liquid-ring Compressors,4,,Unnamed record,,,Unnamed record
43 12 57,Rotary Scroll Compressors,4,,Unnamed record,,,Unnamed record
43 13 00,Gas Process Equipment,3,,Unnamed record,,,Unnamed record
43 13 13,Gas Blenders,4,,Unnamed record,,,Unnamed record
43 13 19,Gas Mixers,4,,Unnamed record,,,Unnamed record
43 13 23,Gas Pressure Regulators,4,,Unnamed record,,,Unnamed record
43 13 31,Gas Separation Equipment,4,,Unnamed record,,,Unnamed record
43 13 33,Gas Dehydration Equipment,4,,Unnamed record,,,Unnamed record
43 13 36,Combined Gas Separation and Dehydration Equipment,4,,Unnamed record,,,Unnamed record
43 13 39,Gas Recovery and Condensing Equipment,4,,Unnamed record,,,Unnamed record
43 13 43,Waste Gas Burner System,4,,Unnamed record,,,Unnamed record
43 13 46,Gas Control and Safety Equipment,4,,Unnamed record,,,Unnamed record
43 15 00,Process Air and Gas Filters,3,,Unnamed record,,,Unnamed record
43 15 13,Blower Intake and Turbine Air Filters,4,,Unnamed record,,,Unnamed record
43 15 13.13,Static Prefilters,5,,Unnamed record,,,Unnamed record
43 15 13.16,Static Final Filters,5,,Unnamed record,,,Unnamed record
43 15 13.19,Static HEPA Filters,5,,Unnamed record,,,Unnamed record
43 15 13.23,Pulse Filters,5,,Unnamed record,,,Unnamed record
43 15 33,Grease Filters,4,,Unnamed record,,,Unnamed record
43 15 43,Mist Eliminators,4,,Unnamed record,,,Unnamed record
43 15 63,High-temperature Air Filters,4,,Unnamed record,,,Unnamed record
43 15 73,Multiple-application Air Filters,4,,Unnamed record,,,Unnamed record
43 15 73.11,Air Filter Media,5,,Unnamed record,,,Unnamed record
43 15 73.12,Permanent Washable Filters,5,,Unnamed record,,,Unnamed record
43 15 73.13,Poly-ring Air Filters,5,,Unnamed record,,,Unnamed record
43 15 73.15,Rigid Cell Filters,5,,Unnamed record,,,Unnamed record
43 15 73.17,Automatic Roll-type Air Filters,5,,Unnamed record,,,Unnamed record
43 15 76,Chemical Media for Air and Gas Filters,4,,Unnamed record,,,Unnamed record
43 20 00,Liquid Handling Equipment,3,,Unnamed record,,,Unnamed record
43 21 00,Liquid Pumps,3,,Unnamed record,,,Unnamed record
43 21 13,Centrifugal Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 16,Diaphragm Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 19,Dispensing Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 23,Drum Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 26,Gear Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 29,Metering Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 33,Piston/Plunger Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 36,Positive Displacement Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 39,Submersible Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 43,Sump Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 21 46,Vane Liquid Pumps,4,,Unnamed record,,,Unnamed record
43 22 00,Liquid Process Equipment,3,,Unnamed record,,,Unnamed record
43 22 13,Liquid Aeration Devices,4,,Unnamed record,,,Unnamed record
43 22 16,Liquid Agitators,4,,Unnamed record,,,Unnamed record
43 22 19,Liquid Blenders,4,,Unnamed record,,,Unnamed record
43 22 23,Liquid Centrifuges,4,,Unnamed record,,,Unnamed record
43 22 26,Liquid Deaerators,4,,Unnamed record,,,Unnamed record
43 22 29,Drum Handling Liquid Process Equipment,4,,Unnamed record,,,Unnamed record
43 22 33,Liquid Emulsifiers,4,,Unnamed record,,,Unnamed record
43 22 36,Liquid Evaporators,4,,Unnamed record,,,Unnamed record
43 22 39,Liquid Feeders,4,,Unnamed record,,,Unnamed record
43 22 56,Liquid Process Mixers,4,,Unnamed record,,,Unnamed record
43 22 59,Liquid Process Pressure Regulators,4,,Unnamed record,,,Unnamed record
43 22 63,Liquid Separation Towers,4,,Unnamed record,,,Unnamed record
43 22 66,Liquid Weigh Systems,4,,Unnamed record,,,Unnamed record
43 22 69,Liquid Grease Receiving and Dewatering Systems,4,,Unnamed record,,,Unnamed record
43 22 73,Liquid Fillers,4,,Unnamed record,,,Unnamed record
43 22 76,Liquid Screeners,4,,Unnamed record,,,Unnamed record
43 22 79,Liquid Clarifiers,4,,Unnamed record,,,Unnamed record
43 22 83,Liquid Classifiers,4,,Unnamed record,,,Unnamed record
43 22 86,Liquid Homogenizers,4,,Unnamed record,,,Unnamed record
43 22 89,Liquid Presses,4,,Unnamed record,,,Unnamed record
43 22 96,Liquid Versators,4,,Unnamed record,,,Unnamed record
43 22 99,Liquid Votators,4,,Unnamed record,,,Unnamed record
43 27 00,Process Liquid Filters,3,,Unnamed record,,,Unnamed record
43 27 13,Cyclonic Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 16,Centrifugal Horizontal Pressure Leaf Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 19,Press Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 23,Liquid Bag Filters,4,,Unnamed record,,,Unnamed record
43 27 33,Mechanically Cleaned Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 43,Tubular Backwashing Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 53,Vacuum Belt Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 63,Woven Media Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 63.13,Disc Liquid Filters,5,,Unnamed record,,,Unnamed record
43 27 63.23,Rotating Drum Liquid Filters,5,,Unnamed record,,,Unnamed record
43 27 63.33,Layer Liquid Filters,5,,Unnamed record,,,Unnamed record
43 27 63.43,Candle Liquid Filters,5,,Unnamed record,,,Unnamed record
43 27 63.53,Vertical Leaf Liquid Filters,5,,Unnamed record,,,Unnamed record
43 27 73,Nonwoven Media Liquid Filters,4,,Unnamed record,,,Unnamed record
43 27 73.13,Surface Liquid Filters,5,,Unnamed record,,,Unnamed record
43 27 73.23,Depth Liquid Filters,5,,Unnamed record,,,Unnamed record
43 30 00,Gas and Liquid Purification Equipment,3,,Unnamed record,,,Unnamed record
43 31 00,Gas and Liquid Purification Filtration Equipment,3,,Unnamed record,,,Unnamed record
43 31 13,Gas and Liquid Purification Filters,4,,Unnamed record,,,Unnamed record
43 31 13.13,Activated Carbon-Gas and Liquid Purification Filters,5,,Unnamed record,,,Unnamed record
43 31 13.16,Gas and Liquid Purification Filter Presses,5,,Unnamed record,,,Unnamed record
43 31 13.19,High-Purity Cartridge Gas and Liquid Purification Filters,5,,Unnamed record,,,Unnamed record
43 31 13.23,Membrane Diaphragm Gas and Liquid Purification Filters,5,,Unnamed record,,,Unnamed record
43 31 13.26,Multimedia Gas and Liquid Purification Filters,5,,Unnamed record,,,Unnamed record
43 31 13.29,Pretreatment Cartridge Gas and Liquid Purification Filters,5,,Unnamed record,,,Unnamed record
43 31 13.33,Ultrafilter Units,5,,Unnamed record,,,Unnamed record
43 32 00,Gas and Liquid Purification Process Equipment,3,,Unnamed record,,,Unnamed record
43 32 13,Gas and Liquid Purification Process Beds,4,,Unnamed record,,,Unnamed record
43 32 13.13,Anion-Gas and Liquid Purification Process Beds,5,,Unnamed record,,,Unnamed record
43 32 13.16,Cation-Gas and Liquid Purification Process Beds,5,,Unnamed record,,,Unnamed record
43 32 23,Gas and Liquid Purification Process Clarifier Systems,4,,Unnamed record,,,Unnamed record
43 32 26,Gas and Liquid Purification Decarbonators,4,,Unnamed record,,,Unnamed record
43 32 29,Electronic De-Ionization Purification Units,4,,Unnamed record,,,Unnamed record
43 32 33,External Regeneration Systems,4,,Unnamed record,,,Unnamed record
43 32 36,Mixed-Bed Ion-Exchange Vessels,4,,Unnamed record,,,Unnamed record
43 32 39,Gas and Liquid Purification Mixed Beds,4,,Unnamed record,,,Unnamed record
43 32 39.13,Externally Regenerable Gas and Liquid Purification Mixed Beds,5,,Unnamed record,,,Unnamed record
43 32 39.16,In-Situ Regenerable Gas and Liquid Purification Mixed Beds,5,,Unnamed record,,,Unnamed record
43 32 53,Packed-Bed Ion-Exchange Vessels,4,,Unnamed record,,,Unnamed record
43 32 56,Reverse-Osmosis Purification Units,4,,Unnamed record,,,Unnamed record
43 32 59,Gas and Liquid Purification Scrubbers,4,,Unnamed record,,,Unnamed record
43 32 63,Ultraviolet Sterilizers,4,,Unnamed record,,,Unnamed record
43 32 66,Vacuum Degasifiers,4,,Unnamed record,,,Unnamed record
43 32 69,Chemical Feed Systems,4,,Unnamed record,,,Unnamed record
43 32 73,Ozonation Equipment,4,,Unnamed record,,,Unnamed record
43 32 76,Chlorination Equipment,4,,Unnamed record,,,Unnamed record
43 40 00,Gas and Liquid Storage,3,,Unnamed record,,,Unnamed record
43 41 00,Non-pressurized Tanks and Vessels,3,,Unnamed record,,,Unnamed record
43 41 11,Bolted Steel Tanks,4,,Unnamed record,,,Unnamed record
43 41 13,Welded Steel Tanks,4,,Unnamed record,,,Unnamed record
43 41 13.13,Glass-lined Welded Steel Tanks,5,,Unnamed record,,,Unnamed record
43 41 13.23,Rubber-lined Welded Steel Tanks,5,,Unnamed record,,,Unnamed record
43 41 13.33,Epoxy-lined Welded Steel Tanks,5,,Unnamed record,,,Unnamed record
43 41 13.43,Ceramic-lined Welded Steel Tanks,5,,Unnamed record,,,Unnamed record
43 41 23,Stainless Steel Tanks,4,,Unnamed record,,,Unnamed record
43 41 26,Aluminum Tanks,4,,Unnamed record,,,Unnamed record
43 41 31,Metallic Specialty Tanks,4,,Unnamed record,,,Unnamed record
43 41 41,Polyvinyl Chloride Tanks,4,,Unnamed record,,,Unnamed record
43 41 43,Polyethylene Tanks,4,,Unnamed record,,,Unnamed record
43 41 45,Fiberglass Reinforced Plastic Tanks,4,,Unnamed record,,,Unnamed record
43 41 53,Wood Stave Tanks,4,,Unnamed record,,,Unnamed record
43 41 63,Precast Concrete Tanks,4,,Unnamed record,,,Unnamed record
43 41 73,Ceramic Tanks,4,,Unnamed record,,,Unnamed record
43 41 83,Non-metallic Specialty Tanks,4,,Unnamed record,,,Unnamed record
43 42 00,Pressurized Tanks and Vessels,3,,Unnamed record,,,Unnamed record
43 42 11,Cast Iron Pressure Tank,4,,Unnamed record,,,Unnamed record
43 42 13,Ductile Iron Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 21,Welded Steel Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 23,Glass-lined Steel Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 26,Welded Steel Gas Storage Sphere,4,,Unnamed record,,,Unnamed record
43 42 33,Stainless Steel Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 36,Aluminum Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 41,Metallic Specialty Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 53,Fiberglass Reinforced Plastic Pressure Tanks,4,,Unnamed record,,,Unnamed record
43 42 83,Non-metallic Specialty Pressure Tanks,4,,Unnamed record,,,Unnamed record
44 00 00,Pollution and Waste Control Equipment,2,,Unnamed record,,,Unnamed record
44 01 00,Operation and Maintenance of Pollution and Waste Control Equipment,3,,Unnamed record,,,Unnamed record
44 01 10,Operation and Maintenance of Air Pollution Control,4,,Unnamed record,,,Unnamed record
44 01 20,Operation and Maintenance of Noise Pollution Control,4,,Unnamed record,,,Unnamed record
44 01 30,Operation and Maintenance of Odor Control Equipment,4,,Unnamed record,,,Unnamed record
44 01 40,Operation and Maintenance of Water Pollution Control Equipment,4,,Unnamed record,,,Unnamed record
44 01 50,Operation and Maintenance of Solid Waste Control and Reuse,4,,Unnamed record,,,Unnamed record
44 01 60,Operation and Maintenance of Waste Thermal Processing Equipment,4,,Unnamed record,,,Unnamed record
44 05 00,Common Work Results for Pollution and Waste Control Equipment,3,,Unnamed record,,,Unnamed record
44 08 00,Commissioning of Pollution and Waste Control Equipment,3,,Unnamed record,,,Unnamed record
44 08 10,Commissioning of Air Pollution Control,4,,Unnamed record,,,Unnamed record
44 08 20,Commissioning of Noise Pollution Control,4,,Unnamed record,,,Unnamed record
44 08 30,Commissioning of Odor Control Equipment,4,,Unnamed record,,,Unnamed record
44 08 40,Commissioning Water Pollution Control Equipment,4,,Unnamed record,,,Unnamed record
44 08 50,Commissioning Solid Waste Control and Reuse,4,,Unnamed record,,,Unnamed record
44 08 60,Commissioning of Waste Thermal Processing Equipment,4,,Unnamed record,,,Unnamed record
44 10 00,Air Pollution Control,3,,Unnamed record,,,Unnamed record
44 11 00,Particulate Control Equipment,3,,Unnamed record,,,Unnamed record
44 11 13,Fugitive Dust Control,4,,Unnamed record,,,Unnamed record
44 11 16,Fugitive Dust Barrier Systems,4,,Unnamed record,,,Unnamed record
44 11 19,Atmospheric Air Quality Monitoring Equipment,4,,Unnamed record,,,Unnamed record
44 11 20,Gravitational Separators,4,,Unnamed record,,,Unnamed record
44 11 31,Venturi Scrubbing Equipment,4,,Unnamed record,,,Unnamed record
44 11 33,Spray Tower/Chamber Scrubbing Equipment,4,,Unnamed record,,,Unnamed record
44 11 36,Cyclone Scrubbing Equipment,4,,Unnamed record,,,Unnamed record
44 11 51,Pulse Jet Fabric Filtration Equipment,4,,Unnamed record,,,Unnamed record
44 11 53,Reverse Flow Fabric Filtration Equipment,4,,Unnamed record,,,Unnamed record
44 11 54,Shake/Deflate Fabric Filtration Equipment,4,,Unnamed record,,,Unnamed record
44 11 56,Cartridge Filtration Equipment,4,,Unnamed record,,,Unnamed record
44 11 59,Disposable Dry Filtration Equipment,4,,Unnamed record,,,Unnamed record
44 11 71,Cyclone Dust Collection Equipment,4,,Unnamed record,,,Unnamed record
44 11 73,Multicylone Dust Collection Equipment,4,,Unnamed record,,,Unnamed record
44 11 76,Mist Elimination Equipment,4,,Unnamed record,,,Unnamed record
44 11 93,Wet Electrostatic Precipitator Equipment,4,,Unnamed record,,,Unnamed record
44 11 96,Dry Plate Electrostatic Precipitator Equipment,4,,Unnamed record,,,Unnamed record
44 13 00,Gaseous Air Pollution Control Equipment,3,,Unnamed record,,,Unnamed record
44 13 11,Spray Tower/Chamber Absorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 13,Packed Tower/Chamber Absorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 14,Tray Tower Absorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 16,Jet Bubbling Reactor Equipment,4,,Unnamed record,,,Unnamed record
44 13 17,Venturi Absorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 20,Vacuum Extraction Systems,4,,Unnamed record,,,Unnamed record
44 13 31,Powdered Injection Adsorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 33,Fluidized Bed Adsorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 34,Fixed Bed Adsorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 36,Rotary Bed Adsorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 39,Radial Bed Adsorption Equipment,4,,Unnamed record,,,Unnamed record
44 13 51,Thermal Oxidation Equipment,4,,Unnamed record,,,Unnamed record
44 13 53,Catalytic Oxidation Equipment,4,,Unnamed record,,,Unnamed record
44 13 56,Flare Oxidation Equipment,4,,Unnamed record,,,Unnamed record
44 13 59,Claus Sulfur Recovery Equipment,4,,Unnamed record,,,Unnamed record
44 13 71,Thermal Reduction Equipment,4,,Unnamed record,,,Unnamed record
44 13 73,Catalytic Reduction Equipment,4,,Unnamed record,,,Unnamed record
44 13 76,Non-catalytic Reduction Equipment,4,,Unnamed record,,,Unnamed record
44 13 77,Selective Non-catalytic Reduction Equipment,4,,Unnamed record,,,Unnamed record
44 13 81,Condensation Systems,4,,Unnamed record,,,Unnamed record
44 13 83,Contact Condensing Equipment ,4,,Unnamed record,,,Unnamed record
44 13 86,Solvent Recovery Equipment,4,,Unnamed record,,,Unnamed record
44 13 91,Biofilter Media,4,,Unnamed record,,,Unnamed record
44 13 93,Fixed Bed Biofilter Equipment,4,,Unnamed record,,,Unnamed record
44 13 96,Fixed Bed Biotrickling Filter Equipment,4,,Unnamed record,,,Unnamed record
44 13 97,Fixed Bed Bioscrubbing Equipment,4,,Unnamed record,,,Unnamed record
44 20 00,Noise Pollution Control,3,,Unnamed record,,,Unnamed record
44 21 00,Noise Pollution Control Equipment,3,,Unnamed record,,,Unnamed record
44 21 13,Fixed Noise Abatement Barriers,4,,Unnamed record,,,Unnamed record
44 21 16,Flexible Noise Abatement Barriers,4,,Unnamed record,,,Unnamed record
44 21 19,Portable Noise Abatement Barriers,4,,Unnamed record,,,Unnamed record
44 21 23,Noise Pollution Silencers,4,,Unnamed record,,,Unnamed record
44 21 26,Frequency Cancellers,4,,Unnamed record,,,Unnamed record
44 30 00,Odor Control,3,,Unnamed record,,,Unnamed record
44 31 00,Odor Treatment Equipment,3,,Unnamed record,,,Unnamed record
44 31 11,Wet Chemical Packed Tower Odor Control Equipment,4,,Unnamed record,,,Unnamed record
44 31 13,Chemical Mist System Odor Control Equipment,4,,Unnamed record,,,Unnamed record
44 31 16,Activated Carbon Adsorption Odor Control Equipment,4,,Unnamed record,,,Unnamed record
44 31 19,Packaged Odor Control Systems,4,,Unnamed record,,,Unnamed record
44 31 21,Odor Control Biofilters,4,,Unnamed record,,,Unnamed record
44 31 28,Odor Control Biofilter Aeration Floor,4,,Unnamed record,,,Unnamed record
44 31 29,Odor Control Biofilter Media,4,,Unnamed record,,,Unnamed record
44 31 31,Odor Control Biotrickling Filter Equipment,4,,Unnamed record,,,Unnamed record
44 31 33,Odor Control Bioscrubbing Equipment,4,,Unnamed record,,,Unnamed record
44 31 41,Odor Control Vapor Combustion Equipment,4,,Unnamed record,,,Unnamed record
44 31 83,Adjusting and Balancing Odor Control Systems,4,,Unnamed record,,,Unnamed record
44 32 00,Odor Dispersing and Masking/Counteracting Equipment,3,,Unnamed record,,,Unnamed record
44 32 13,Odor Dispersing Exhaust Stacks,4,,Unnamed record,,,Unnamed record
44 32 13.13,Fan-equipped Odor Dispersing Exhaust Stacks,5,,Unnamed record,,,Unnamed record
44 32 23,Odor Masking/Counteracting Equipment,4,,Unnamed record,,,Unnamed record
44 40 00,Water Pollution Control Equipment,3,,Unnamed record,,,Unnamed record
44 41 00,Water Pollution Containment and Cleanup Equipment,3,,Unnamed record,,,Unnamed record
44 41 13,Spill Cleanup,4,,Unnamed record,,,Unnamed record
44 41 21,Containment Booms,4,,Unnamed record,,,Unnamed record
44 41 23,Marine Spill Accessories,4,,Unnamed record,,,Unnamed record
44 41 31,Spill Decks,4,,Unnamed record,,,Unnamed record
44 41 32,Drum Containment Units,4,,Unnamed record,,,Unnamed record
44 41 33,Containment Pallets,4,,Unnamed record,,,Unnamed record
44 41 34,Prefabricated Spill Containment Curbing,4,,Unnamed record,,,Unnamed record
44 41 36,Prefabricated Spill Containment Berms,4,,Unnamed record,,,Unnamed record
44 41 37,Prefabricated Berms for Tank Containment,4,,Unnamed record,,,Unnamed record
44 41 41,Collapsible Storage Tanks,4,,Unnamed record,,,Unnamed record
44 50 00,Solid Waste Control and Reuse,3,,Unnamed record,,,Unnamed record
44 51 00,"Solid Waste Collection, Transfer, and Hauling Equipment",3,,Unnamed record,,,Unnamed record
44 51 13,Solid Waste Portable Containers,4,,Unnamed record,,,Unnamed record
44 51 16,Solid Waste Stationary Containers,4,,Unnamed record,,,Unnamed record
44 51 23,Solid Waste Transfer Trailers,4,,Unnamed record,,,Unnamed record
44 53 00,Solid Waste Processing Equipment,3,,Unnamed record,,,Unnamed record
44 53 11,Live-floor Storage Bins,4,,Unnamed record,,,Unnamed record
44 53 13,Refuse Cranes and Accessories,4,,Unnamed record,,,Unnamed record
44 53 16,Solid Waste Screens,4,,Unnamed record,,,Unnamed record
44 53 21,Car Crushers,4,,Unnamed record,,,Unnamed record
44 53 23,Shears and Guillotines,4,,Unnamed record,,,Unnamed record
44 53 26,Shredders and Grinders,4,,Unnamed record,,,Unnamed record
44 53 27,Perforators,4,,Unnamed record,,,Unnamed record
44 53 31,Bag Breakers,4,,Unnamed record,,,Unnamed record
44 53 33,Granulators,4,,Unnamed record,,,Unnamed record
44 53 36,Crumb Rubber Systems,4,,Unnamed record,,,Unnamed record
44 53 39,Briquetters,4,,Unnamed record,,,Unnamed record
44 53 41,Vibratory Table Separation Equipment,4,,Unnamed record,,,Unnamed record
44 53 43,Ferrous Metals Separation Equipment,4,,Unnamed record,,,Unnamed record
44 53 44,Eddy Current Separators,4,,Unnamed record,,,Unnamed record
44 53 46,Single-stream Materials Separation Equipment,4,,Unnamed record,,,Unnamed record
44 53 49,Ballistic Separators,4,,Unnamed record,,,Unnamed record
44 53 51,Air Classifying Equipment,4,,Unnamed record,,,Unnamed record
44 53 52,Air Knives,4,,Unnamed record,,,Unnamed record
44 53 53,Optical Sorting Equipment,4,,Unnamed record,,,Unnamed record
44 53 56,Packaged Sorting Stations,4,,Unnamed record,,,Unnamed record
44 53 59,Packaged Reclaimer Stations,4,,Unnamed record,,,Unnamed record
44 53 61,Solid Waste Compactors,4,,Unnamed record,,,Unnamed record
44 53 63,Solid Waste Baling Equipment,4,,Unnamed record,,,Unnamed record
44 53 64,Bagging Equipment,4,,Unnamed record,,,Unnamed record
44 53 66,Wrappers,4,,Unnamed record,,,Unnamed record
44 53 73,Solid Waste Liquid Extraction Equipment,4,,Unnamed record,,,Unnamed record
44 55 00,Composting Equipment,3,,Unnamed record,,,Unnamed record
44 55 11,Electromechanical Composters,4,,Unnamed record,,,Unnamed record
44 55 13,Compost Screening Equipment,4,,Unnamed record,,,Unnamed record
44 55 16,Compost Shredding Equipment,4,,Unnamed record,,,Unnamed record
44 55 23,Compost Pile Turning Equipment,4,,Unnamed record,,,Unnamed record
44 55 26,Compost Mixing and Blending Equipment,4,,Unnamed record,,,Unnamed record
44 55 33,In-vessel Composing Equipment,4,,Unnamed record,,,Unnamed record
44 55 43,Compost Pad System,4,,Unnamed record,,,Unnamed record
44 55 73,Compost Liquid Extraction Equipment,4,,Unnamed record,,,Unnamed record
44 60 00,Waste Thermal Processing Equipment,3,,Unnamed record,,,Unnamed record
44 61 00,Waste-to-Energy Plants,3,,Unnamed record,,,Unnamed record
44 61 13,"Waste Receiving, Management, and Feed Equipment",4,,Unnamed record,,,Unnamed record
44 61 16,Mass Burn Combustion Equipment,4,,Unnamed record,,,Unnamed record
44 61 23,Refuse-derived Fuel Feed Equipment,4,,Unnamed record,,,Unnamed record
44 61 26,Refuse-derived Fuel Combustion Equipment,4,,Unnamed record,,,Unnamed record
44 61 29,Modular Combustion System Equipment,4,,Unnamed record,,,Unnamed record
44 61 31,Ash Handling Equipment,4,,Unnamed record,,,Unnamed record
44 61 33,Post-combustion Ferrous Metals Recovery Equipment,4,,Unnamed record,,,Unnamed record
44 61 36,Post-combustion Non-ferrous Metals Recovery Equipment,4,,Unnamed record,,,Unnamed record
44 62 00,Fluidized Bed Combustion Equipment,3,,Unnamed record,,,Unnamed record
44 63 00,Rotary Kiln Incinerators,3,,Unnamed record,,,Unnamed record
44 64 00,Gasification Equipment,3,,Unnamed record,,,Unnamed record
44 64 13,Counter-current Fixed Bed Gasification Equipment,4,,Unnamed record,,,Unnamed record
